id	token	frequency
12819	রোমাঞ্চিত	1124
12820	সিন্ধি	1124
12821	সোলার	1124
12822	তদবির	1123
12823	তাজ	1123
12824	দলনেতা	1123
12825	প্রক্রিয়াধীন	1123
12826	বোয়ালিয়া	1123
12827	লিপিতে	1123
12828	জাতীয়তাবাদ	1122
12829	জামায়াতকে	1122
12830	নির্দেশনার	1122
12831	পান্না	1122
12832	মূর্তির	1122
12833	মোসলেম	1122
12834	আবিদ	1121
12835	ইন্দোনেশিয়ায়	1121
12836	কল্পনার	1121
12837	অন্তর্ভুক্তির	1120
12838	আত্মগোপনে	1120
12839	আশিক	1120
12840	কোনটা	1120
12841	দ্রবীভূত	1120
12842	পপি	1120
12843	পুরোদমে	1120
12844	বাছাইয়ে	1120
12845	মরিনহোর	1120
12846	রাজ্যপাল	1120
12847	সেজে	1120
12848	হাইব্রিড	1120
12849	ইন্দ্র	1119
12850	ভদ্র	1119
12851	শাবানা	1119
12852	শেঠি	1119
12853	আঁকড়ে	1118
12854	আইকন	1118
12855	আফসার	1118
12856	কাবুল	1118
12857	প্যালেস	1118
12858	প্রশংসায়	1118
12859	ফারাজ	1118
12860	রাজ্যটি	1118
12861	সুরা	1118
12862	ইবাদত	1117
12863	কারাদণ্ডাদেশ	1117
12864	কালচার	1117
12865	নারীবাদ	1117
12866	নীরবে	1117
12867	পারস্যের	1117
12868	আঙিনায়	1116
12869	জাতিগোষ্ঠীর	1116
12870	দীঘিনালা	1116
12871	দোতলায়	1116
12872	প্রোগ্রামে	1116
12873	বদরুদ্দোজা	1116
12874	বিহারে	1116
12875	রাজিয়া	1116
12876	স্বায়ত্তশাসন	1116
12877	অদ্বৈত	1115
12878	অ্যাপার্টমেন্ট	1115
12879	আসাদের	1115
12880	জিরা	1115
12881	দেখল	1115
12882	ব্রত	1115
12883	রাশেদা	1115
12884	শ্রেণিকক্ষ	1115
12885	সভ্য	1115
12886	সোম	1115
12887	স্পিনারদের	1115
12888	গণতন্ত্রকে	1114
12889	চলো	1114
12890	বাকলিয়া	1114
12891	ব্যবসায়ের	1114
12892	রোববারের	1114
12893	শত্রুর	1114
12894	অরণ্য	1113
12895	বলো	1113
12896	মানানসই	1113
12897	সাজিদ	1113
12898	অতটা	1112
12899	আবর্জনার	1112
12900	আরিফুর	1112
12901	কোস্টগার্ডের	1112
12902	গ্যাব্রিয়েল	1112
12903	বলয়	1112
12904	বিদ্যুৎকেন্দ্রের	1112
12905	মোহাম্মদপুরের	1112
12906	ল্যাংডন	1112
12907	সংবাদে	1112
12908	সম্প্রচারের	1112
12909	অনুপ	1111
12910	অবকাঠামোর	1111
12911	একপ্রকার	1111
12912	খাই	1111
12913	নোয়াখালীতে	1111
12914	শোর	1111
12915	আক্কেলপুর	1110
12916	উৎসবমুখর	1110
12917	গোড়ায়	1110
12918	বাকিটা	1110
12919	বেকারত্ব	1110
12920	শিক্ষাদান	1110
12921	সরকারই	1110
12922	অনুষ্ঠানটির	1109
12923	উপব্যবস্থাপনা	1109
12924	কেজির	1109
12925	বাঘাইছড়ি	1109
12926	হাওয়ার্ড	1109
12927	হাতাহাতি	1109
12928	দুর্বলতার	1108
12929	রেমিট্যান্স	1108
12930	সুমি	1108
12931	অমন	1107
12932	আয়শা	1107
12933	ছড়াতে	1107
12934	নখ	1107
12935	শিবলী	1107
12936	অলস	1106
12937	ঝলসে	1106
12938	তাঁদেরই	1106
12939	নিশ্চিহ্ন	1106
12940	মফিজ	1106
12941	মানসিকতার	1106
12942	মুনীর	1106
12943	সার্বিকভাবে	1106
12944	এলো	1105
12945	জানালেও	1105
12946	ট্রেডিং	1105
12947	পেন	1105
12948	বিরতিতে	1105
12949	নিয়াজ	1104
12950	নেপথ্যে	1104
12951	পাখা	1104
12952	ব্রিজের	1104
12953	মন্ত্রীরা	1104
12954	রোশন	1104
12955	লক্ষ্যের	1104
12956	অংশবিশেষ	1103
12957	উত্পাদন	1103
12958	ডেলিভারি	1103
12959	নিচ্ছিলেন	1103
12960	প্রান্তিকে	1103
12961	বিদ্বেষ	1103
12962	ম্যারাডোনার	1103
12963	শুনলে	1103
12964	অনুচ্ছেদের	1102
12965	অভিবাসনের	1102
12966	আখ	1102
12967	পারাপারের	1102
12968	প্রতিবেদককে	1102
12969	বানর	1102
12970	বাস্তবসম্মত	1102
12971	বিবাহবন্ধনে	1102
12972	মুক্তা	1102
12973	মৃত্তিকা	1102
12974	স্যারের	1102
12975	হারতে	1102
12976	অ্যান্থনি	1101
12977	এমসিসি	1101
12978	চক	1101
12979	প্রথিতযশা	1101
12980	বাসদ	1101
12981	ভেতরেই	1101
12982	গোলাগুলি	1100
12983	জাজ	1100
12984	দেখিয়েছিলেন	1100
12985	মাইকে	1100
12986	অশ্বারোহী	1099
12987	অসুখ	1099
12988	কারচুপির	1099
12989	গৃহ	1099
12990	ঘোর	1099
12991	জেনেটিক	1099
12992	টুডে	1099
12993	ন্যু	1099
12994	মানুষজন	1099
12995	সেমাই	1099
12996	হিন্দ	1099
12997	আরএনএ	1098
12998	ইউরিয়া	1098
12999	ইলিয়াছ	1098
13000	দুরূহ	1098
13001	বেড়েই	1098
13002	ম্যাজিক	1098
13003	স্মৃতিতে	1098
13004	স্রোতে	1098
13005	স্লাম	1098
13006	চ্যাটার্জি	1097
13007	ফ্রান্সিসকো	1097
13008	রেজিস্ট্রি	1097
13009	অনু	1096
13010	ঢালাই	1096
13011	পুনর্বিবেচনা	1096
13012	ভাসিয়ে	1096
13013	মায়ানমার	1096
13014	মূল্যায়নের	1096
13015	চালনা	1095
13016	নিতেই	1095
13017	নিরঙ্কুশ	1095
13018	পথিকৃৎ	1095
13019	প্রাক্কালে	1095
13020	বিজয়নগর	1095
13021	ব্যাজ	1095
13022	মুখর	1095
13023	মুজাহিদের	1095
13024	মোশন	1095
13025	অ্যালকোহল	1094
13026	আতিউর	1094
13027	উড	1094
13028	কাউকেই	1094
13029	চতুর্থাংশ	1094
13030	পূর্বাঞ্চল	1094
13031	লারমা	1094
13032	সুবেদার	1094
13033	আবর্তিত	1093
13034	কোটার	1093
13035	খোলামেলা	1093
13036	গণধর্ষণের	1093
13037	ডায়াগনস্টিক	1093
13038	বর্বর	1093
13039	ভালোবেসে	1093
13040	ভোক্তাদের	1093
13041	মুজিবের	1093
13042	লিখতেন	1093
13043	সিজন	1093
13044	জবাবদিহির	1092
13045	জাভা	1092
13046	টম্যাটোসে	1092
13047	ভদ্রলোক	1092
13048	ভূঁইয়ার	1092
13049	সঞ্জীব	1092
13050	এলাকাজুড়ে	1091
13051	জীবনযাপনের	1091
13052	বেধড়ক	1091
13053	মার্কো	1091
13054	সর্বনাশ	1091
13055	সালোয়ার	1091
13056	জুলিয়ান	1090
13057	জেনেভা	1090
13058	মাধ্যমেও	1090
13059	মিঃ	1090
13060	মোস্তাফা	1090
13061	শীতলক্ষ্যা	1090
13062	সুজনের	1090
13063	আরশাদ	1089
13064	ঘনীভূত	1089
13065	চড়	1089
13066	জন্মায়	1089
13067	জানাননি	1089
13068	চাও	1088
13069	ছিনতাইকারীরা	1088
13070	ট্রেন্ট	1088
13071	পরস্পরকে	1088
13072	সহনীয়	1088
13073	সৌদ	1088
13074	কবিদের	1087
13075	কমেনি	1087
13076	ক্ষতিকারক	1087
13077	গভর্নরের	1087
13078	বেসিস	1087
13079	রো	1087
13080	সুবর্ণ	1087
13081	স্টার্ক	1087
13082	এলজি	1086
13083	ফ্রেড	1086
13084	মৌজা	1086
13085	যোগাযোগমন্ত্রী	1086
13086	রিটের	1086
13087	শুক্রবারের	1086
13088	সমাগম	1086
13089	আজগর	1085
13090	উইমেন্স	1085
13091	উইলিয়ামসন	1085
13092	ক্রিসমাস	1085
13093	গঠনমূলক	1085
13094	চাকরিজীবী	1085
13095	জয়ন্ত	1085
13096	বসলেন	1085
13097	বাঁকানো	1085
13098	লিও	1085
13099	লিপির	1085
13100	উত্তরাঞ্চলে	1084
13101	চ্যালেঞ্জিং	1084
13102	টানাপোড়েন	1084
13103	টুইটে	1084
13104	দাদার	1084
13105	প্রশংসনীয়	1084
13106	শীষ	1084
13107	ঈগল	1083
13108	জিও	1083
13109	থাকলেন	1083
13110	বরকত	1083
13111	মহাভারতের	1083
13112	মাইন	1083
13113	রাষ্ট্রকে	1083
13114	রিপোর্টে	1083
13115	এগুলিকে	1082
13116	খাস	1082
13117	গতিপথ	1082
13118	গোলটা	1082
13119	তুরাগ	1082
13120	ভাগবত	1082
13121	সাক্ষীদের	1082
13122	হঠাৎই	1082
13123	ইঞ্জিনচালিত	1081
13124	কোরবানি	1081
13125	দ্বাং	1081
13126	পথচারীরা	1081
13127	শোভাযাত্রায়	1081
13128	সবশেষ	1081
13129	উদ্ধারকারী	1080
13130	উপেক্ষিত	1080
13131	একাকী	1080
13132	এফবিআই	1080
13133	করলো	1080
13134	ঘনত্বের	1080
13135	চিত্রা	1080
13136	জ্বালানী	1080
13137	ধামরাই	1080
13138	নিত্য	1080
13139	বিআইডব্লিউটিএর	1080
13140	বিশ্বমানের	1080
13141	রব্বানী	1080
13142	শান	1080
13143	খাবেন	1079
13144	জায়গাতেই	1079
13145	প্রহরী	1079
13146	রাডার	1079
13147	শিল্পকারখানা	1079
13148	সপ্তাহেই	1079
13149	সিয়েরা	1079
13150	হত্যাকারী	1079
13151	আদমি	1078
13152	গ্রাউন্ডে	1078
13153	জেটি	1078
13154	ডিভিডি	1078
13155	প্রিন্সিপাল	1078
13156	বিশেষত্ব	1078
13157	ভলিবল	1078
13158	মাধব	1078
13159	রৈখিক	1078
13160	শখের	1078
13161	শরণাপন্ন	1078
13162	সাব্বিরের	1078
13163	ওডিআইয়ে	1077
13164	কূপ	1077
13165	চলল	1077
13166	জমান	1077
13167	তড়িঘড়ি	1077
13168	প্রবেশপথ	1077
13169	বন্দুকযুদ্ধের	1077
13170	মিলিগ্রাম	1077
13171	আপাত	1076
13172	আর্ল	1076
13173	খাজনা	1076
13174	জেরুজালেম	1076
13175	ট্রান্স	1076
13176	নেশনস	1076
13177	পুঁতে	1076
13178	বিমূর্ত	1076
13179	অস্থায়ীভাবে	1075
13180	কোম্পানী	1075
13181	ট্রান্সপোর্ট	1075
13182	প্রতিযোগিতাটি	1075
13183	মোতায়েনের	1075
13184	রোমাঞ্চ	1075
13185	আরামদায়ক	1074
13186	খিলাফতের	1074
13187	গার্দিওলার	1074
13188	ডিভিশনের	1074
13189	তকমা	1074
13190	পণ্ডিতরা	1074
13191	বিচ্ছিন্নতাবাদী	1074
13192	ব্রহ্মা	1074
13193	মিশা	1074
13194	রাজকুমারী	1074
13195	রেস	1074
13196	সময়েও	1074
13197	স্বপ্না	1074
13198	স্যালাইন	1074
13199	কাকা	1073
13200	ড্রয়ের	1073
13201	পারভিন	1073
13202	পেরুর	1073
13203	বাহুল্য	1073
13204	সনের	1073
13205	স্টুডেন্ট	1073
13206	একার	1072
13207	গাজার	1072
13208	গ্রিড	1072
13209	জয়েন্ট	1072
13210	জিনগত	1072
13211	নিয়মকানুন	1072
13212	পিলার	1072
13213	পেরু	1072
13214	ব্রড	1072
13215	রাজনীতিকদের	1072
13216	রোমের	1072
13217	শ্বশুরবাড়ি	1072
13218	সত্তরের	1072
13219	অঘটন	1071
13220	ইনভেস্টমেন্ট	1071
13221	উড়ান	1071
13222	কমান্ডের	1071
13223	গয়েশ্বর	1071
13224	পেমেন্ট	1071
13225	বন্দুকযুদ্ধ	1071
13226	বর্ণনার	1071
13227	রিসোর্ট	1071
13228	শয্যাবিশিষ্ট	1071
13229	হিন্দুরা	1071
13230	আয়ে	1070
13231	ইউজিসি	1070
13232	উড়ালসড়ক	1070
13233	উদ্যোগকে	1070
13234	খালটি	1070
13235	গবেষকরা	1070
13236	দিনগুলো	1070
13237	দীপিকার	1070
13238	বিআরটিএর	1070
13239	সুসম্পর্ক	1070
13240	অগভীর	1069
13241	তারকাকে	1069
13242	মাধুরী	1069
13243	মামলাও	1069
13244	লোকটি	1069
13245	সাথী	1069
13246	আশ্রয়কেন্দ্রে	1068
13247	উঠানে	1068
13248	এয়ারলাইন্স	1068
13249	খুরশীদ	1068
13250	জীবনানন্দ	1068
13251	ডেমোক্র্যাট	1068
13252	ধুম	1068
13253	পরিসরের	1068
13254	বিন্দুর	1068
13255	মমিনুল	1068
13256	মানচিত্রে	1068
13257	শিয়ালদহ	1068
13258	সোহেলের	1068
13259	হোতা	1068
13260	উত্স	1067
13261	গিয়াসউদ্দিন	1067
13262	গিয়েছি	1067
13263	বিক্রিয়ার	1067
13264	মহাযান	1067
13265	মাইক্রোবাসের	1067
13266	সৌজন্যে	1067
13267	খ্রিস্টানদের	1066
13268	গুরুদাসপুর	1066
13269	জল্পনা	1066
13270	নিরাপত্তাকর্মী	1066
13271	পটার	1066
13272	ভাবনায়	1066
13273	মেধার	1066
13274	ইতিপূর্বে	1065
13275	উড়ন্ত	1065
13276	কেন্দ্রশাসিত	1065
13277	জেনেছি	1065
13278	মোনাজাত	1065
13279	শঙ্কায়	1065
13280	সাজেদা	1065
13281	স্ট্রিটে	1065
13282	স্রষ্টা	1065
13283	অ্যাডামস	1064
13284	ক্যাডারের	1064
13285	জ্যাকি	1064
13286	রবির	1064
13287	সেরাটা	1064
13288	ইউরোপা	1063
13289	ক্লাবকে	1063
13290	চেহারায়	1063
13291	বখতিয়ার	1063
13292	ভলিউম	1063
13293	রাখব	1063
13294	শ্যামনগর	1063
13295	সামছুল	1063
13296	অপছন্দ	1062
13297	অপারেশনের	1062
13298	আলাইহি	1062
13299	জোলি	1062
13300	দুপচাঁচিয়া	1062
13301	মরগান	1062
13302	অ্যাডভোকেট	1061
13303	ইন্টারফেস	1061
13304	খনির	1061
13305	নালিতাবাড়ী	1061
13306	সমাধিতে	1061
13307	সার্বিয়া	1061
13308	অপর্যাপ্ত	1060
13309	এনসাইক্লোপিডিয়া	1060
13310	ওয়াং	1060
13311	কুয়াশার	1060
13312	পৌঁছাবে	1060
13313	প্রত্যক্ষদর্শীদের	1060
13314	ভেড়া	1060
13315	শনি	1060
13316	শায়খ	1060
13317	ছুড়তে	1059
13318	নামই	1059
13319	পাড়ের	1059
13320	মেম্বার	1059
13321	শনিবারের	1059
13322	সাবের	1059
13323	সিরিজটা	1059
13324	হেলে	1059
13325	উত্তাপ	1058
13326	গুরুর	1058
13327	নজিরবিহীন	1058
13328	সিগারেটের	1058
13329	অন্ধ্রপ্রদেশ	1057
13330	কুপার	1057
13331	তাঁত	1057
13332	লেবেল	1057
13333	সঙ্গীতে	1057
13334	সুপারভাইজার	1057
13335	গবেষণাপত্র	1056
13336	চাষিদের	1056
13337	টাওয়ারে	1056
13338	তলোয়ার	1056
13339	পনেরো	1056
13340	প্রতিরোধী	1056
13341	বাস্তুচ্যুত	1056
13342	সমীকরণের	1056
13343	অ্যাথলেটিক	1055
13344	ঐক্যফ্রন্ট	1055
13345	কুস্তিগির	1055
13346	গেইলের	1055
13347	ছেন	1055
13348	জোনাল	1055
13349	ত্রিপুরায়	1055
13350	বুদ্ধিজীবীদের	1055
13351	রেডিওতে	1055
13352	শোভন	1055
13353	সংঘাতে	1055
13354	সম্ভ্রান্ত	1055
13355	হাজারীবাগ	1055
13356	হাসেম	1055
13357	গর্বের	1054
13358	গাঙ্গুলী	1054
13359	গ্রীষ্মকালে	1054
13360	ট্রলারের	1054
13361	নীতিমালায়	1054
13362	নৈতিকতার	1054
13363	পদমর্যাদা	1054
13364	প্রথার	1054
13365	প্রাচ্য	1054
13366	ফটোগ্রাফি	1054
13367	ভাষী	1054
13368	ম্যাক্সওয়েল	1054
13369	হাহাকার	1054
13370	আফ্রিদির	1053
13371	এহসান	1053
13372	তীক্ষ্ণ	1053
13373	বিলুপ্তি	1053
13374	মৃত্যুদণ্ডাদেশ	1053
13375	উঁচুতে	1052
13376	ঘুরেফিরে	1052
13377	জামদানি	1052
13378	ত্রিনিদাদ	1052
13379	পুনর্মিলনী	1052
13380	ম্যাজিস্ট্রেটের	1052
13381	সঞ্চার	1052
13382	কামান	1051
13383	খসে	1051
13384	খোঁজাখুঁজি	1051
13385	জুলিয়া	1051
13386	নিশ্চিতভাবেই	1051
13387	প্রতিকৃতিতে	1051
13388	ব্রাভো	1051
13389	সাঈদীর	1051
13390	অপরটি	1050
13391	অবতরণের	1050
13392	অ্যাফেয়ার্স	1050
13393	আটা	1050
13394	খেয়েছে	1050
13395	গৌরী	1050
13396	প্রতিবেশীর	1050
13397	কমন	1049
13398	গুলোর	1049
13399	দ্বার	1049
13400	প্রস্তাবনা	1049
13401	বিশ্ববিদ্যালয়টির	1049
13402	রণবীরের	1049
13403	লাগিল	1049
13404	শাস্ত্র	1049
13405	স্পিনিং	1049
13406	স্লিপ	1049
13407	হামজা	1049
13408	হেফাজত	1049
13409	ঝাঁপ	1048
13410	ঠেকানো	1048
13411	ফেরিঘাট	1048
13412	শিল্পকলার	1048
13413	সিদ্ধিরগঞ্জ	1048
13414	অভিনেতাদের	1047
13415	গির্জায়	1047
13416	মোমিন	1047
13417	সিকি	1047
13418	সিদ্ধান্তটি	1047
13419	স্থাবর	1047
13420	অস্ত্রশস্ত্র	1046
13421	কৃষিবিদ	1046
13422	গণযোগাযোগ	1046
13423	গোলাগুলির	1046
13424	বিনষ্ট	1046
13425	ভরপুর	1046
13426	লক্ষ্যমাত্রার	1046
13427	হাওয়ায়	1046
13428	হেরিটেজ	1046
13429	অগ্রহণযোগ্য	1045
13430	অর্থহীন	1045
13431	ছোলা	1045
13432	পত্নী	1045
13433	পবা	1045
13434	পাহাড়তলী	1045
13435	বাসিন্দার	1045
13436	বেশকিছু	1045
13437	মিলানের	1045
13438	যোগসাজশে	1045
13439	ইন্টার্ন	1044
13440	উঠবেন	1044
13441	শিক্ষাকে	1044
13442	আলির	1043
13443	ইউরেনিয়াম	1043
13444	ঊর্ধ্বমুখী	1043
13445	কুমারখালী	1043
13446	তাসলিমা	1043
13447	পদার্থবিদ	1043
13448	ফেললে	1043
13449	বসছে	1043
13450	মেন	1043
13451	মোর্চা	1043
13452	সেচের	1043
13453	অ্যাওয়ে	1042
13454	এফএম	1042
13455	ছত্রাক	1042
13456	টায়ার	1042
13457	দেবের	1042
13458	বাড়েনি	1042
13459	বিচলিত	1042
13460	রোডস	1042
13461	শত্রুদের	1042
13462	স্ট্যানলি	1042
13463	হালিমা	1042
13464	আহসানুল	1041
13465	আহাম্মদ	1041
13466	ইউনিভার্সাল	1041
13467	ইনডিপেনডেন্ট	1041
13468	জলপাইগুড়ি	1041
13469	জেমি	1041
13470	দ্বন্দ্বে	1041
13471	সরিষা	1041
13472	ইসরায়েলে	1040
13473	একবিংশ	1040
13474	ওপেনিং	1040
13475	ক্যাফে	1040
13476	চললে	1040
13477	তুললেন	1040
13478	সড়কগুলো	1040
13479	আজহারুল	1039
13480	ইয়র্কশায়ারের	1039
13481	চকচকে	1039
13482	নাকের	1039
13483	পতেঙ্গা	1039
13484	পুঁজিবাজার	1039
13485	প্রতিশ্রুতিবদ্ধ	1039
13486	যত্রতত্র	1039
13487	সময়কে	1039
13488	স্বাক্ষরের	1039
13489	স্যুপ	1039
13490	অপেশাদার	1038
13491	আজিমপুর	1038
13492	ইনডোর	1038
13493	চম্পা	1038
13494	চললেও	1038
13495	টিভিসকাল	1038
13496	পুরুষকে	1038
13497	প্রয়োগে	1038
13498	প্রিন্সেস	1038
13499	ফিনল্যান্ডের	1038
13500	বস্তুত	1038
13501	বার্লিনে	1038
13502	মধ্যযুগে	1038
13503	সাউদার্ন	1038
13504	সিএনএন	1038
13505	সেক্স	1038
13506	অনুবাদের	1037
13507	আন্না	1037
13508	কুয়াকাটা	1037
13509	খিলাফত	1037
13510	চলেন	1037
13511	তৌহিদ	1037
13512	দর্শনার্থী	1037
13513	পার্সি	1037
13514	বাইসাইকেল	1037
13515	বৈবাহিক	1037
13516	বৈষম্যমূলক	1037
13517	হিলি	1037
13518	বিছানার	1036
13519	মম	1036
13520	যুগান্তকারী	1036
13521	লক	1036
13522	হাসিমুখে	1036
13523	ইপিজেড	1035
13524	কলাম্বিয়া	1035
13525	নিরবচ্ছিন্ন	1035
13526	সম্পর্কটা	1035
13527	গোয়েন্দারা	1034
13528	চাকরিচ্যুত	1034
13529	ছালাম	1034
13530	ছেলেটির	1034
13531	নিশ্চিতভাবে	1034
13532	বরখাস্তের	1034
13533	মধুসূদন	1034
13534	মিত্রদের	1034
13535	শহরগুলির	1034
13536	অ্যারন	1033
13537	আকর্ষণের	1033
13538	ফ্লোরিডার	1033
13539	বাইক	1033
13540	বৌদ্ধবিহারের	1033
13541	মাত্রাতিরিক্ত	1033
13542	অনাস্থা	1032
13543	কাসিম	1032
13544	পিটুনি	1032
13545	মোহিত	1032
13546	শহরটিকে	1032
13547	শ্যালক	1032
13548	সংগঠনকে	1032
13549	এসসি	1031
13550	ততোধিক	1031
13551	নওয়াব	1031
13552	পিতামহ	1031
13553	ভাবিনি	1031
13554	মঠের	1031
13555	শ্বাসকষ্ট	1031
13556	সামর্থ্যের	1031
13557	সাম্যবাদী	1031
13558	আমাজন	1030
13559	এমএস	1030
13560	ওয়াইল্ড	1030
13561	ট্রান্সফরমার	1030
13562	বড়লেখা	1030
13563	মামার	1030
13564	ইমান	1029
13565	ধর্মতত্ত্ব	1029
13566	পুনর্নির্ধারণ	1029
13567	বারডেম	1029
13568	ভেষজ	1029
13569	মহাবিশ্ব	1029
13570	মুখোপাধ্যায়ের	1029
13571	মেলাতে	1029
13572	শিহাব	1029
13573	সমীর	1029
13574	সিপাহি	1029
13575	সুয়ারেজের	1029
13576	কাঁঠাল	1028
13577	ক্ষমতাসম্পন্ন	1028
13578	ধারণের	1028
13579	প্রসারের	1028
13580	বর্ণিল	1028
13581	সামগ্রীর	1028
13582	আইসিইউ	1027
13583	আসীন	1027
13584	কালার	1027
13585	টাইব্রেকারে	1027
13586	ডুব	1027
13587	নির্মমভাবে	1027
13588	পরিবারকল্যাণ	1027
13589	বিপক্ষেই	1027
13590	শরীফুল	1027
13591	সচেতনতার	1027
13592	উদ্ভাবক	1026
13593	উপপাদ্য	1026
13594	খোকা	1026
13595	ঘা	1026
13596	জর্জিয়ার	1026
13597	টাঙ্গাইলে	1026
13598	পাড়ুকোন	1026
13599	প্রতারিত	1026
13600	প্রাপ্তবয়স্কদের	1026
13601	শিক্ষাব্যবস্থা	1026
13602	সিএ	1026
13603	অ্যামনেস্টি	1025
13604	আনোয়ারের	1025
13605	ঈশ্বরগঞ্জ	1025
13606	এদেরকে	1025
13607	তনু	1025
13608	পালের	1025
13609	ভাতের	1025
13610	লিফট	1025
13611	সার্কাস	1025
13612	সুদানের	1025
13613	হোয়াটসঅ্যাপ	1025
13614	অন্যান্যদের	1024
13615	আগ্রাসন	1024
13616	কৃষিকাজ	1024
13617	কেউবা	1024
13618	গুঁড়ো	1024
13619	ডিস্ক	1024
13620	বেড়াচ্ছে	1024
13621	শিকারি	1024
13622	মিথিলা	1023
13623	লৌহ	1023
13624	সিরামিক	1023
13625	খান্না	1022
13626	গেটে	1022
13627	গ্রাহককে	1022
13628	দুঃখিত	1022
13629	নাবিক	1022
13630	নিউক্লিয়াস	1022
13631	নেহরু	1022
13632	বাড়ল	1022
13633	বাফটা	1022
13634	বিকৃতি	1022
13635	ব্যথার	1022
13636	শরিয়া	1022
13637	উষ্ণতা	1021
13638	একুশ	1021
13639	ঐশী	1021
13640	কান্নাকাটি	1021
13641	জলবিদ্যুৎ	1021
13642	টুটুল	1021
13643	ধারক	1021
13644	নাথান	1021
13645	নাসিরের	1021
13646	নোঙর	1021
13647	পোলট্রি	1021
13648	বিষয়গুলোর	1021
13649	মিথস্ক্রিয়া	1021
13650	শেষবারের	1021
13651	সেও	1021
13652	অসত্য	1020
13653	অস্থাবর	1020
13654	আইয়ের	1020
13655	এসএমই	1020
13656	গণমাধ্যমকর্মীদের	1020
13657	তোরণ	1020
13658	পরিহিত	1020
13659	সাইন	1020
13660	সুজিত	1020
13661	হকারদের	1020
13662	অপারগতা	1019
13663	অহেতুক	1019
13664	এলাহী	1019
13665	গ্রন্থাগারে	1019
13666	চাচ্ছে	1019
13667	জাতিসত্তার	1019
13668	বাগদাদ	1019
13669	ম্যাথু	1019
13670	আউটের	1018
13671	আহমদকে	1018
13672	ইব্রাহিমের	1018
13673	কবরের	1018
13674	কলের	1018
13675	চিটাগাং	1018
13676	নড়বড়ে	1018
13677	পাঁচলাইশ	1018
13678	বইমেলার	1018
13679	মৌলবাদী	1018
13680	রূপকথার	1018
13681	লজ্জার	1018
13682	উপনির্বাচন	1017
13683	কাহিনীর	1017
13684	ঘুষি	1017
13685	ঘূর্ণিঝড়ের	1017
13686	দুর্গে	1017
13687	নানক	1017
13688	বিশ্বকোষ	1017
13689	মাকসুদ	1017
13690	মুখ্যমন্ত্রীর	1017
13691	সমভূমি	1017
13692	স্টাডিজের	1017
13693	এনেছিলেন	1016
13694	চিঠিটি	1016
13695	প্রাদুর্ভাব	1016
13696	ফেলায়	1016
13697	লঙ্কান	1016
13698	সঞ্চিত	1016
13699	সেবনের	1016
13700	হতবাক	1016
13701	অচলাবস্থা	1015
13702	কুল	1015
13703	টিউমার	1015
13704	পূর্বনির্ধারিত	1015
13705	পেরেরা	1015
13706	মোটরসাইকেলটি	1015
13707	শুকনা	1015
13708	শ্রোতা	1015
13709	সীতাকুণ্ডে	1015
13710	স্বর	1015
13711	হচ্ছি	1015
13712	কিল	1014
13713	গেটস	1014
13714	পেসারদের	1014
13715	সংক্রমিত	1014
13716	সাহসিকতার	1014
13717	স্বরে	1014
13718	অক্ষ	1013
13719	ইকো	1013
13720	ওয়ারেন	1013
13721	কিন্ডারগার্টেন	1013
13722	প্রসূতি	1013
13723	বিষ্ণুপুর	1013
13724	মিটিয়ে	1013
13725	ম্যাসাচুসেটস	1013
13726	সুবীর	1013
13727	ছক	1012
13728	দরুন	1012
13729	দুটিকে	1012
13730	বহর	1012
13731	বাহরাইনের	1012
13732	বিভব	1012
13733	এয়ারটেল	1011
13734	কম্পিউটিং	1011
13735	কিউবা	1011
13736	কোচবিহার	1011
13737	চারদিক	1011
13738	প্রকৃতিতে	1011
13739	সমস্যাটা	1011
13740	আলাপকালে	1010
13741	আসবাবপত্র	1010
13742	দখলদারদের	1010
13743	নেমেছিল	1010
13744	প্রচারক	1010
13745	ববিতা	1010
13746	বিধায়	1010
13747	ব্লো	1010
13748	মেডিকেলের	1010
13749	লেজের	1010
13750	শিপিং	1010
13751	হামিদুল	1010
13752	হিংসা	1010
13753	ইশতেহারে	1009
13754	কনফেডারেশন	1009
13755	গাছটি	1009
13756	দলগুলি	1009
13757	নামছে	1009
13758	ফরিদুল	1009
13759	বাহাউদ্দিন	1009
13760	ভালোবাসায়	1009
13761	লিন	1009
13762	অটুট	1008
13763	অনবদ্য	1008
13764	অপটিক্যাল	1008
13765	অবমাননা	1008
13766	কনফারেন্সের	1008
13767	চিপ	1008
13768	টেস্টেই	1008
13769	দরকারি	1008
13770	নৌপরিবহনমন্ত্রী	1008
13771	বিষয়বস্তুর	1008
13772	বেঞ্জামিন	1008
13773	বৈশিষ্ট্যযুক্ত	1008
13774	স্বতঃস্ফূর্ত	1008
13775	কাঁকড়া	1007
13776	জনগোষ্ঠীকে	1007
13777	জার্নালে	1007
13778	দাসদের	1007
13779	দ্বীপপুঞ্জে	1007
13780	প্রমিত	1007
13781	বিশেষজ্ঞের	1007
13782	ভিজ্যুয়াল	1007
13783	মহসীন	1007
13784	সুপারিশের	1007
13785	অপর্ণা	1006
13786	ক্যান	1006
13787	জনৈক	1006
13788	দায়বদ্ধ	1006
13789	মগবাজার	1006
13790	অর্জনকারী	1005
13791	আশঙ্কার	1005
13792	উত্তরবঙ্গের	1005
13793	ফারাহ	1005
